subject_id,lesson_id,seq,audio_file,text,est_sec
1,1-1,045,1-1-045.mp3,"わく組足場、くさび緊結式足場、そして単管足場です。",5
1,1-1,046,1-1-046.mp3,"まず、わく組足場から見ていきます。",3
1,1-1,047,1-1-047.mp3,"わく組足場を構成する部材を、一つずつ確認します。",5
1,1-1,048,1-1-048.mp3,"建枠は、二本の脚柱を横架材でつないだ門型の部材です。これが柱と梁を兼ねています。",8
1,1-1,049,1-1-049.mp3,"脚柱の上端にはジョイントがあり、上の建枠を差し込んで積み上げていきます。",7
1,1-1,050,1-1-050.mp3,"抜け止めのため、アームロックや連結ピンで固定します。ここを忘れると、風で建枠が浮きます。",9
1,1-1,051,1-1-051.mp3,"交差筋かいは、建枠と建枠のあいだに斜めに掛ける部材です。足場が平行四辺形に変形するのを防ぎます。",10
1,1-1,052,1-1-052.mp3,"床付き布枠は、布材と作業床が一体になった部材です。掛けるだけで床と水平材の両方になります。",9
1,1-1,053,1-1-053.mp3,"掛けたあとは、必ず外れ止めのロックを掛けてください。ロックを忘れた床は、端に乗った瞬間に跳ね上がります。",10
1,1-1,054,1-1-054.mp3,"脚部にはジャッキ型ベース金具を使い、高さを調整します。その下には敷板を敷きます。",8
1,1-1,055,1-1-055.mp3,"そして脚部どうしを根がらみでつなぎます。",4
1,1-1,056,1-1-056.mp3,"わく組足場は部材が大きく、一つひとつが重い。だから二人以上での受け渡しが基本になります。",9
1,1-1,057,1-1-057.mp3,"無理に一人で持ち上げようとして、バランスを崩す。これが組立て中の墜落で最も多い形です。",9
1,1-1,058,1-1-058.mp3,"門型をした建枠と、交差筋かいを組み合わせて積み上げていく足場です。",7
1,1-1,059,1-1-059.mp3,"部材の点数が少なく、強度が高いため、中高層の建築工事や、広い面での使用に向いています。",9
1,1-1,060,1-1-060.mp3,"構成する材料は、建枠、交差筋かい、床付き布枠、脚部のジャッキベース、そして敷板です。",8
1,1-1,061,1-1-061.mp3,"上に伸ばすときは建枠を継ぎ、ジョイントで固定します。",5
1,1-1,062,1-1-062.mp3,"わく組足場の墜落防止は、交差筋かいだけでは足りません。",5
1,1-1,063,1-1-063.mp3,"交差筋かいに加えて、高さ十五センチメートルから四十センチメートルの位置に、下さんを設けます。",9
1,1-1,064,1-1-064.mp3,"さらに安全な措置として、上さんを追加することが望ましいとされています。",7
1,1-1,065,1-1-065.mp3,"そして飛来落下を防ぐため、高さ十センチメートル以上の幅木を設けます。",7
1,1-1,066,1-1-066.mp3,"現場でよく見る「筋かいがあるから大丈夫」という考えは、いまの基準では通りません。",8
1,1-1,067,1-1-067.mp3,"次が、くさび緊結式足場です。皆さんが最もよく使う足場だと思います。",7
1,1-1,068,1-1-068.mp3,"支柱に緊結部が取り付けられていて、そこに手すりや踏板のくさびを差し込み、ハンマーで打ち込んで固定します。",10
1,1-1,069,1-1-069.mp3,"この緊結部を、現場ではコマと呼びます。",4
1,1-1,070,1-1-070.mp3,"コマは、四百五十ミリメートルのピッチで支柱に付いています。",6
1,1-1,071,1-1-071.mp3,"この四百五十という寸法が、手すりや踏板を取り付ける高さの基準になります。",7
1,1-1,072,1-1-072.mp3,"支柱の長さも、この寸法を基準に決められています。",5
1,1-1,073,1-1-073.mp3,"組立てと解体が速く、部材が軽い。だから戸建住宅の外部足場で最も多く使われています。",8
1,1-1,074,1-1-074.mp3,"構成する材料は、支柱、手すり、踏板、ブラケット、ジャッキ、そして敷板です。",7
1,1-1,075,1-1-075.mp3,"支柱の上端にはジョイントがあり、上の支柱を差し込んで継いでいきます。",7
1,1-1,076,1-1-076.mp3,"くさび緊結式の弱点は、打ち込みが甘いと抜けることです。",5
1,1-1,077,1-1-077.mp3,"くさびは、必ずハンマーで確実に打ち込みます。手で押し込んだだけでは緊結したことになりません。",9
1,1-1,078,1-1-078.mp3,"解体のときも同じです。抜くときは下から叩き上げる。無理にこじると、部材もコマも傷みます。",9
1,1-1,079,1-1-079.mp3,"くさび緊結式足場の各部を、もう少し細かく見ます。",5
1,1-1,080,1-1-080.mp3,"支柱は、長さによって呼び名が変わります。三・六メートル、一・八メートル、〇・九メートルといった規格があります。",11
1,1-1,081,1-1-081.mp3,"これを組み合わせて、必要な高さにします。継ぐ位置が一列に並ばないよう、ずらして配置するのが基本です。",10
1,1-1,082,1-1-082.mp3,"手すりは、スパンの長さに合わせた寸法のものを使います。一・八メートル、一・二メートル、〇・六メートルなどです。",11
1,1-1,083,1-1-083.mp3,"踏板は、両端のフックを布材や手すりに引っ掛けて使います。フックには外れ止めが付いています。",9
1,1-1,084,1-1-084.mp3,"この外れ止めを掛けていない踏板は、端を踏んだときに跳ね上がります。必ず確認してください。",9
1,1-1,085,1-1-085.mp3,"ブラケットは、支柱の外側に張り出して、踏板を受ける部材です。大ブラケット、小ブラケットがあります。",10
1,1-1,086,1-1-086.mp3,"ジャッキは、脚部の高さを微調整する部材です。ねじを回して上下させます。",7
1,1-1,087,1-1-087.mp3,"上げ幅には限度があります。伸ばしすぎたジャッキは、そこが弱点になります。",7
1,1-1,088,1-1-088.mp3,"敷板は、地盤への力を分散させる板です。ジャッキを直接土の上に置いてはいけません。",8
1,1-1,089,1-1-089.mp3,"地盤が悪ければ、敷板を重ねる、鉄板を敷くといった対応をとります。",6
1,1-1,090,1-1-090.mp3,"近年は、次世代足場と呼ばれる規格の足場も普及しています。",6
1,1-1,091,1-1-091.mp3,"従来のくさび緊結式を改良したもので、支柱の緊結部の間隔や、階の高さの取り方が見直されています。",9
1,1-1,092,1-1-092.mp3,"階高が高くとられているため、頭がぶつかりにくく、姿勢が楽になります。",7
1,1-1,093,1-1-093.mp3,"無理な姿勢が減れば、それだけ転落の危険も減ります。",5
1,1-1,094,1-1-094.mp3,"また、手すりを先に上げる工法に対応した部材が、はじめから用意されています。",7
1,1-1,095,1-1-095.mp3,"床と建地のすき間が小さくなるよう設計されたものもあります。",6
1,1-1,096,1-1-096.mp3,"現場で扱う足場が、従来型なのか次世代型なのか。部材の互換性はどうか。",7
1,1-1,097,1-1-097.mp3,"違う規格の部材を混ぜて使うことはできません。搬入された材料がどの規格なのか、必ず確認してください。",10
1,1-1,098,1-1-098.mp3,"三つ目が、単管足場です。単管パイプをクランプで留めていきます。",6
1,1-1,099,1-1-099.mp3,"自由度が高く、狭い場所や変形した敷地に対応できます。その一方で、締め付けの管理が難しくなります。",10
1,1-1,100,1-1-100.mp3,"単管足場には、寸法の基準が細かく定められています。",5
1,1-1,101,1-1-101.mp3,"建地の間隔は、けた行方向を一・八五メートル以下、はり間方向を一・五メートル以下とします。",9
1,1-1,102,1-1-102.mp3,"建地の間の積載荷重は、四百キログラムを限度とします。",5
1,1-1,103,1-1-103.mp3,"地上第一の布は、高さ二メートル以下の位置に設けます。",5
1,1-1,104,1-1-104.mp3,"そして、建地の最高部から測って三十一メートルを超える部分の建地は、原則として鋼管を二本組とします。",10
1,1-1,105,1-1-105.mp3,"ただし、建地の下端に作用する設計荷重が最大使用荷重を超えないときは、二本組としないことができるとされています。",11
1,1-1,106,1-1-106.mp3,"接続部や交差部は、それに適合した金具を用いて緊結します。",6
1,1-1,107,1-1-107.mp3,"筋かいで補強すること、脚部の滑動や沈下を防ぐためにベース金具と敷板を用い、根がらみを設けること。",10
1,1-1,108,1-1-108.mp3,"これらは、どの足場にも共通する考え方です。",4
1,1-1,109,1-1-109.mp3,"このほかにも、いくつかの足場があります。",4
1,1-1,110,1-1-110.mp3,"つり足場は、上から吊り下げる足場です。橋りょうの下面や、天井裏の作業で使われます。",8
1,1-1,111,1-1-111.mp3,"支えが下にないため、つり材が切れれば一気に落ちます。特に厳しい管理が求められます。",8
1,1-1,112,1-1-112.mp3,"張出し足場は、建物から腕木を張り出して、その上に組む足場です。",6
1,1-1,113,1-1-113.mp3,"移動昇降式足場は、動力で作業床が昇り降りするものです。",5
1,1-1,114,1-1-114.mp3,"連層足場は、外壁面に沿って何層にもわたって設けられる足場です。",6
1,1-1,115,1-1-115.mp3,"つり足場について、もう少し説明します。",4
1,1-1,116,1-1-116.mp3,"つり足場は、上からチェーンやワイヤロープで吊り下げ、その下に作業床を作る足場です。",8
1,1-1,117,1-1-117.mp3,"橋りょうの塗装や点検、大きな建物の天井裏の工事などで使われます。",6
1,1-1,118,1-1-118.mp3,"下に支柱がありません。つり材が切れれば、足場ごと落ちます。",6
1,1-1,119,1-1-119.mp3,"だからつり材の点検が厳しく求められ、作業主任者の選任も義務づけられています。",8
1,1-1,120,1-1-120.mp3,"つり足場の上では、常に墜落制止用器具を使います。作業中だけでなく、待機しているあいだも同じです。",10
1,1-1,121,1-1-121.mp3,"実際に、つり足場の上で待機していた作業者が、橋桁のフランジに乗ってチェーンを調整しようとして墜落した災害が起きています。",12
1,1-1,122,1-1-122.mp3,"作業をしていないから大丈夫、という時間はありません。",5
1,1-1,123,1-1-123.mp3,"張出し足場は、建物から腕木を張り出して、その上に組む足場です。",6
1,1-1,124,1-1-124.mp3,"下から支柱で支えられないため、腕木の固定と、跳ね上がりを防ぐ控えが重要になります。",8
1,1-1,125,1-1-125.mp3,"つり足場、張出し足場、そして高さ五メートル以上の構造の足場。",6
1,1-1,126,1-1-126.mp3,"この三つの組立て、解体、変更の作業では、作業主任者を選任しなければなりません。",8
1,1-1,127,1-1-127.mp3,"足場には、人が昇り降りするための設備も組み込まれます。",5
1,1-1,128,1-1-128.mp3,"くさび式やわく組足場では、階段枠や昇降階段を組み込むのが一般的です。",7
1,1-1,129,1-1-129.mp3,"はしごを使う場合は、上端を作業床から六十センチメートル以上突き出すなど、決められた設置の仕方があります。",10
1,1-1,130,1-1-130.mp3,"昇降設備は、後から付けるものではなく、組立図の段階で位置が決められているものです。",8
1,1-1,131,1-1-131.mp3,"階段があるのに、近道だからと支柱をよじ登る。これが、昇降中の墜落の典型です。",8
1,1-1,132,1-1-132.mp3,"遠回りに見えても、決められた昇降路を使ってください。",5
1,1-1,133,1-1-133.mp3,"つり足場、張出し足場、そして高さ五メートル以上の構造の足場。",6
1,1-1,134,1-1-134.mp3,"この三つの組立て、解体、変更の作業では、作業主任者を選任しなければなりません。",8
1,1-1,135,1-1-135.mp3,"特別教育を修了しただけでは、これらの作業は行えません。この点は科目四でもう一度確認します。",9
1,1-1,136,1-1-136.mp3,"続いて、材料についてです。",3
1,1-1,137,1-1-137.mp3,"足場に使う材料には、規格があります。強度、寸法、めっきの厚さなどが定められています。",8
1,1-1,138,1-1-138.mp3,"現場で使うのは、その規格に適合したものだけです。自分で溶接して延ばした、というような材料は使えません。",10
1,1-1,139,1-1-139.mp3,"鋼管の寸法にも規格があります。単管足場に使う鋼管は、外径が四十八・六ミリメートルのものが標準です。",10
1,1-1,140,1-1-140.mp3,"この寸法だからこそ、どのメーカーのクランプでも留められます。",6
1,1-1,141,1-1-141.mp3,"表面には、さびを防ぐためのめっきが施されています。",5
1,1-1,142,1-1-142.mp3,"めっきがはがれ、地肌が出て赤さびが浮いている部材は、断面が減っている可能性があります。",9
1,1-1,143,1-1-143.mp3,"また、仮設機材には、一般社団法人仮設工業会の認定を受けた製品があります。",7
1,1-1,144,1-1-144.mp3,"認定品には表示があります。どこのメーカーの、いつの製品かが分かるようになっています。",8
1,1-1,145,1-1-145.mp3,"表示が読めなくなるほど傷んだ部材は、素性の分からない部材です。使わないでください。",8
1,1-1,146,1-1-146.mp3,"材料は、置き方でも傷みます。",3
1,1-1,147,1-1-147.mp3,"泥の上に直接置く、雨ざらしにする、上に重い物を積む。こうした扱いが、変形とさびを進めます。",9
1,1-1,148,1-1-148.mp3,"使い終わったら、種類ごとに分けて、枕木を敷いて整理して置く。",6
1,1-1,149,1-1-149.mp3,"整理整頓は、見た目の問題ではなく、材料の寿命と安全の問題です。",6
1,1-1,150,1-1-150.mp3,"そして、現場に持ち込む前に選別すること。上げてしまえば、誰も見分けられません。",8
1,1-1,151,1-1-151.mp3,"材料を受け入れるときにも、やることがあります。",5
1,1-1,152,1-1-152.mp3,"まず数量の確認です。図面どおりの本数がそろっているか。足りなければ、途中で組めなくなります。",9
1,1-1,153,1-1-153.mp3,"足りないまま組み進めて、あるもので代用する。これが図面と違う足場を生みます。",8
1,1-1,154,1-1-154.mp3,"次に、部材の呼び名をそろえることです。",4
1,1-1,155,1-1-155.mp3,"同じ部材でも、地域や会社によって呼び方が違うことがあります。",6
1,1-1,156,1-1-156.mp3,"呼び名が食い違ったまま指示を出すと、違う材料が上がってきます。",6
1,1-1,157,1-1-157.mp3,"作業前の打ち合わせで、この現場ではこう呼ぶ、と決めておいてください。",7
1,1-1,158,1-1-158.mp3,"そして返却のときにも選別します。傷んだ部材をそのまま倉庫へ戻せば、次の現場でまた誰かが手に取ります。",10
1,1-1,159,1-1-159.mp3,"使えない材料をそこで止めることも、自分の仕事のうちです。",6
1,1-1,160,1-1-160.mp3,"そして最も大切なのが、著しい損傷、変形、または腐食のある材料を使ってはならない、という原則です。",10
1,1-1,161,1-1-161.mp3,"曲がった支柱。つぶれたコマ。ひび割れた踏板。さびの浮いたクランプ。",7
1,1-1,162,1-1-162.mp3,"これらは、見た目には使えそうでも、設計どおりの強度が出ません。",6
1,1-1,163,1-1-163.mp3,"現場に上がってしまえば、それを見分けるのは難しくなります。だから、上げる前に外すのです。",9
1,1-1,164,1-1-164.mp3,"作業者は、搬入された部材に変形や腐食などの不良品を見つけたら、作業主任者または作業指揮者へ報告します。",10
1,1-1,165,1-1-165.mp3,"自分で判断して脇へ置くだけでは足りません。報告して、確実に現場から除くところまでが仕事です。",9
1,1-1,166,1-1-166.mp3,"「これくらいなら使える」という一本が、後から崩れる原因になります。",7
1,1-1,167,1-1-167.mp3,"報告することは、手間ではなく、予防です。",4
1,1-1,168,1-1-168.mp3,"次に、足場の構造と、各部の名称を確認します。",4
1,1-1,169,1-1-169.mp3,"垂直に立つ柱を、建地といいます。くさび足場では支柱と呼ぶことが多い部材です。",8
1,1-1,170,1-1-170.mp3,"建地をつなぐ水平材のうち、けた行方向に渡すものを布、はり間方向に渡すものを腕木といいます。",9
1,1-1,171,1-1-171.mp3,"作業をする床が、作業床です。踏板、布板、床付き布枠などが使われます。",7
1,1-1,172,1-1-172.mp3,"脚部には、沈下や滑動を防ぐために敷板を敷き、ベース金具やジャッキを据えます。",8
1,1-1,173,1-1-173.mp3,"そして脚部どうしをつなぐ水平材が、根がらみです。",5
1,1-1,174,1-1-174.mp3,"足場が水平方向に変形しないよう、斜めに入れる部材が筋かい、あるいは火打ちです。",8
1,1-1,175,1-1-175.mp3,"足場を建物につなぎとめる部材が、壁つなぎです。",5
1,1-1,176,1-1-176.mp3,"墜落を防ぐのが手すりと中さん、物の落下を防ぐのが幅木とメッシュシート。役割が違います。",9
1,1-1,177,1-1-177.mp3,"この二つを混同しないでください。手すりがあるから物が落ちない、ということはありません。",9
1,1-1,178,1-1-178.mp3,"足場にかかる荷重についても、考え方を知っておいてください。",6
1,1-1,179,1-1-179.mp3,"足場には、四つの力がかかります。",3
1,1-1,180,1-1-180.mp3,"一つ目は、足場そのものの重さ。これを自重といいます。",5
1,1-1,181,1-1-181.mp3,"二つ目は、人と材料の重さ。これが積載荷重です。",5
1,1-1,182,1-1-182.mp3,"三つ目は、風の力。四つ目は、雪の重さです。",4
1,1-1,183,1-1-183.mp3,"このうち、現場で最も見落とされやすいのが風です。",5
1,1-1,184,1-1-184.mp3,"足場は、隙間だらけのときは風が抜けます。しかしメッシュシートを張ると、面で風を受けるようになります。",10
1,1-1,185,1-1-185.mp3,"同じ足場でも、シートを張った瞬間に、まったく違う力がかかるということです。",7
1,1-1,186,1-1-186.mp3,"その力を建物に逃がすのが、壁つなぎの役目です。",5
1,1-1,187,1-1-187.mp3,"壁つなぎが足りない足場にシートを張れば、倒れます。実際にそういう事故が起きています。",8
1,1-1,188,1-1-188.mp3,"自重、積載、風、雪。この四つに耐えられる構造かどうかを決めているのが、組立図です。",8
1,1-1,189,1-1-189.mp3,"作業床には、はっきりとした基準があります。",4
1,1-1,190,1-1-190.mp3,"高さ二メートル以上の作業場所に設ける作業床は、幅を四十センチメートル以上とします。",8
1,1-1,191,1-1-191.mp3,"床材の間のすき間は、三センチメートル以下とします。",5
1,1-1,192,1-1-192.mp3,"そして、床材と建地とのすき間は、十二センチメートル未満とします。",6
1,1-1,193,1-1-193.mp3,"この十二センチという数字は、平成二十七年の改正で加わったものです。",7
1,1-1,194,1-1-194.mp3,"床と建地のあいだが空いていると、人はそこから落ちます。実際に、その隙間からの墜落が起きています。",10
1,1-1,195,1-1-195.mp3,"床材は、ぐらつかないように、二か所以上で支持物に取り付けます。",6
1,1-1,196,1-1-196.mp3,"跳ね上がりや、ずれにも注意が要ります。",4
1,1-1,197,1-1-197.mp3,"手すりは、高さ八十五センチメートル以上のものを設けます。",6
1,1-1,198,1-1-198.mp3,"中さんは、高さ三十五センチメートルから五十センチメートルの位置に設けます。",7
1,1-1,199,1-1-199.mp3,"幅木は、高さ十センチメートル以上のものを設けます。",5
1,1-1,200,1-1-200.mp3,"荷重についても、決まりがあります。",3
1,1-1,201,1-1-201.mp3,"足場には、最大積載荷重が定められています。この重さを超える材料を載せてはいけません。",8
1,1-1,202,1-1-202.mp3,"そして事業者は、その最大積載荷重を、作業者が見やすい場所に表示しなければなりません。",8
1,1-1,203,1-1-203.mp3,"現場で表示を見かけたら、それが自分たちへの制限だと理解してください。",7
1,1-1,204,1-1-204.mp3,"材料をまとめて一か所に積むと、その部分だけ荷重が集中します。",6
1,1-1,205,1-1-205.mp3,"重い材料は、分散して置く。使う場所の近くに、必要なぶんだけ上げる。",7
1,1-1,206,1-1-206.mp3,"これは効率の話ではなく、足場が壊れないための話です。",5
1,1-1,207,1-1-207.mp3,"これらの数字は、覚えるためのものではなく、現場で確かめるためのものです。",7
1,1-1,208,1-1-208.mp3,"組んだあと、自分の足場がこの基準を満たしているか。目で見て確かめてください。",8
1,1-1,209,1-1-209.mp3,"最後に、組立図についてです。",3
1,1-1,210,1-1-210.mp3,"組立図とは、使用する材料、寸法、そして使用する高さを示した図面のことです。",7
1,1-1,211,1-1-211.mp3,"立面図と平面図があり、どこに壁つなぎを取るか、どこに階段を設けるかまで描かれています。",9
1,1-1,212,1-1-212.mp3,"組立図の読み方を、少しだけ確認します。",4
1,1-1,213,1-1-213.mp3,"立面図は、足場を横から見た図です。何段組むのか、各段の高さはいくつか、階段はどこに付くのかが分かります。",10
1,1-1,214,1-1-214.mp3,"平面図は、上から見た図です。建物のまわりをどう囲むのか、スパンの割り付けはどうなっているのかが分かります。",11
1,1-1,215,1-1-215.mp3,"図面には凡例があります。壁つなぎ、階段、朝顔などが記号で示されています。",7
1,1-1,216,1-1-216.mp3,"寸法は、通り芯や建物の外面を基準に追っていきます。",5
1,1-1,217,1-1-217.mp3,"自分が担当する面が、図面のどこにあたるのか。作業前に必ず確かめてください。",7
1,1-1,218,1-1-218.mp3,"現場が図面どおりにいかないことは、実際にあります。",5
1,1-1,219,1-1-219.mp3,"隣地が近い、電線がある、地盤が下がっている。そうしたときこそ、勝手に判断しないことです。",9
1,1-1,220,1-1-220.mp3,"作業主任者や作業指揮者に報告し、どうするかを決めてもらう。それが正しい手順です。",8
1,1-1,221,1-1-221.mp3,"足場は、この組立図に従って組みます。",4
1,1-1,222,1-1-222.mp3,"現場の都合で、勝手に建地を抜いたり、壁つなぎを省いたりしてはいけません。",7
1,1-1,223,1-1-223.mp3,"変更が必要になったときは、作業主任者や作業指揮者に報告し、組立図そのものを直します。",8
1,1-1,224,1-1-224.mp3,"図面と違う足場は、誰も強度を保証できない足場になります。",6
1,1-1,225,1-1-225.mp3,"組立図とあわせて、作業手順書があります。",4
1,1-1,226,1-1-226.mp3,"どの順番で、誰が、何を、どう気をつけて行うか。それを書いたものです。",7
1,1-1,227,1-1-227.mp3,"作業者は、作業主任者や作業指揮者から組立図と作業手順書の説明を受けます。",7
1,1-1,228,1-1-228.mp3,"組立ての手順と、安全上の留意点を十分に理解したうえで作業にあたること。",7
1,1-1,229,1-1-229.mp3,"分からないところは、その場で聞いてください。",4
1,1-1,230,1-1-230.mp3,"分からないまま動くことが、不安全行動になります。",5
1,1-1,231,1-1-231.mp3,"聞くのは恥ではありません。聞かずに事故を起こすほうが、はるかに大きな損失です。",8
1,1-1,232,1-1-232.mp3,"この単元の最後に、現場でよく聞く言い分を三つ取り上げます。",6
1,1-1,233,1-1-233.mp3,"一つ目、「交さ筋かいがあるから、下さんは要らない」。",5
1,1-1,234,1-1-234.mp3,"交さ筋かいは、足場の変形を防ぐ部材です。人が体を預けても落ちない、という前提の設備ではありません。",10
1,1-1,235,1-1-235.mp3,"だから、交さ筋かいに加えて下さんを設けることとされています。役割が違うのです。",8
1,1-1,236,1-1-236.mp3,"二つ目、「少しのあいだだから、手すりを外したままでいい」。",6
1,1-1,237,1-1-237.mp3,"その少しのあいだに落ちた人が、実際に何人もいます。",5
1,1-1,238,1-1-238.mp3,"外したら、その作業が終わり次第、直ちに元に戻す。これは決まりであって、判断の余地はありません。",9
1,1-1,239,1-1-239.mp3,"三つ目、「この材料、少し曲がっているけど、たぶん大丈夫」。",6
1,1-1,240,1-1-240.mp3,"たぶん、で組んだ足場に、明日は他職の人が乗ります。自分だけの問題ではありません。",8
1,1-1,241,1-1-241.mp3,"この三つは、どれも悪意から出た言葉ではありません。段取りを優先した結果、出てくる言葉です。",9
1,1-1,242,1-1-242.mp3,"だからこそ、決まりを知っている人が、その場で止める必要があります。",7
1,1-1,243,1-1-243.mp3,"なお、現場によっては組立図が用意されていないことがあります。",6
1,1-1,244,1-1-244.mp3,"小規模な工事だから、いつもと同じだから、という理由で省かれることがある。",7
1,1-1,245,1-1-245.mp3,"しかし、図面が無ければ、部材の数も壁つなぎの位置も、誰も確かめようがありません。",8
1,1-1,246,1-1-246.mp3,"組立図が無いまま始めようとしたら、現場責任者に確認してください。それも作業者の役目です。",9
1,1-1,247,1-1-247.mp3,"足場は仮設物です。しかし、仮設だから多少の狂いは許される、ということはありません。",8
1,1-1,248,1-1-248.mp3,"そこに人が乗り、その上で人が働き、その下を人が歩きます。本設の建物と同じだけの責任があります。",9
1,1-1,249,1-1-249.mp3,"その責任を果たすための知識が、この単元の内容です。",5
1,1-1,250,1-1-250.mp3,"この単元のまとめです。",2
1,1-1,251,1-1-251.mp3,"足場の組立てとは、複数の仮設機材を組み合わせて仮設構造物を作ること。うま足場や脚立足場も含まれます。",10
1,1-1,252,1-1-252.mp3,"足場に求められるのは、安全性、作業性、経済性の三つ。",5
1,1-1,253,1-1-253.mp3,"屋外の主な足場は、わく組足場、くさび緊結式足場、単管足場。それぞれに寸法の基準があります。",9
1,1-1,254,1-1-254.mp3,"著しい損傷、変形、腐食のある材料は使わない。見つけたら報告する。",6
1,1-1,255,1-1-255.mp3,"作業床は幅四十センチ以上、床材間のすき間は三センチ以下、床材と建地のすき間は十二センチ未満。",9
1,1-1,256,1-1-256.mp3,"手すりは八十五センチ以上、中さんは三十五から五十センチ、幅木は十センチ以上。",8
